Id,Model,Price,Age,KM,HP,Metallic,Automatic,CC,Doors,Gears,Weight,Color
1240,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,76,43532,110,0,0,1600,5,5,1070,White
1241,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,69,42800,110,1,0,1600,3,5,1050,Black
1242,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8750,74,42317,107,1,1,1600,5,5,1100,Black
1243,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,80,42186,110,1,0,1600,3,5,1050,Green
1244,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,72,42000,110,1,0,1600,3,5,1050,Red
1245,TOYOTA Corolla 1.6 LB 4/5-Doors,8950,79,40093,110,0,0,1600,5,5,1114,Red
1246,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8750,79,39800,107,0,1,1600,3,5,1080,Green
1247,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,73,39168,86,0,0,1300,3,5,1015,Red
1248,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,75,38945,110,1,0,1600,3,5,1050,Beige
1249,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,8150,76,36537,110,0,1,1600,4,5,1075,Red
1250,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8500,78,36000,86,0,1,1300,3,5,1045,Green
1251,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7600,78,36000,110,1,0,1600,3,5,1050,Blue
1252,TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,7950,80,35821,86,0,1,1300,3,5,1015,Red
1253,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7750,73,34717,86,0,0,1300,3,5,1015,Red
1254,TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,7950,80,34000,86,1,0,1300,4,5,1000,Silver
1255,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,9950,78,30964,110,0,1,1600,3,4,1080,Silver
1256,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,29000,86,1,1,1300,3,5,1045,Blue
1257,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,72,26000,86,0,0,1300,3,5,1015,White
1258,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,8950,78,24000,86,1,1,1300,5,5,1065,Green
1259,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,80,23000,86,0,0,1300,3,5,1015,Blue
1260,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,7500,69,20544,86,1,0,1300,3,5,1025,Blue
1261,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10845,72,19000,86,0,0,1300,3,5,1015,Grey
1262,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,71,17016,86,0,0,1300,3,5,1015,Blue
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,70,16916,86,1,0,1300,3,5,1015,Grey
1264,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,6950,76,1,110,0,0,1600,5,5,1114,Green
